model,split,test_size,n_train,n_test,accuracy,macro_f1,weighted_f1,macro_prec,macro_recall,fit_seconds,pred_seconds,flows_per_sec,recall::BENIGN,recall::Bot,recall::DDoS,recall::DoS GoldenEye,recall::DoS Hulk,recall::DoS Slowhttptest,recall::DoS slowloris,recall::FTP-Patator,recall::Heartbleed,recall::Infiltration,recall::PortScan,recall::SSH-Patator,recall::Web Attack - Brute Force,recall::Web Attack - Sql Injection,recall::Web Attack - XSS,f1::BENIGN,f1::Bot,f1::DDoS,f1::DoS GoldenEye,f1::DoS Hulk,f1::DoS Slowhttptest,f1::DoS slowloris,f1::FTP-Patator,f1::Heartbleed,f1::Infiltration,f1::PortScan,f1::SSH-Patator,f1::Web Attack - Brute Force,f1::Web Attack - Sql Injection,f1::Web Attack - XSS,sample
qda,60/40,0.4,60053,40036,0.5833999400539515,0.3314348196146967,0.7036715275182985,0.3243503255869304,0.5794730738705565,0.4,1.04,38481,0.5430308839828655,0.6129032258064516,0.6440422322775264,0.175,0.8633655994043187,0.8888888888888888,0.5357142857142857,0.0108695652173913,1.0,0.3571428571428571,0.9815733522324592,0.96,0.8695652173913043,0.25,0.0,0.70339903771535,0.0044779637049257,0.7055907463508675,0.2066420664206642,0.8133988074359874,0.4222873900293255,0.1771653543307086,0.0025974025974025,1.0,0.0505050505050505,0.7152078492124968,0.0787530762920426,0.09009009009009,0.0014074595355383,0.0,100000
sgd,60/40,0.4,60053,40036,0.96096013587771,0.3895208006113114,0.9588070569589556,0.4676285432872635,0.3707654362329756,2.12,0.06,707682,0.9796303507773416,0.0,0.9089994972347912,0.55,0.890915860014892,0.6172839506172839,0.4880952380952381,0.0,0.0,0.1428571428571428,0.9836995038979448,0.0,0.0,0.0,0.0,0.9774343953613486,0.0,0.947340843594446,0.6263345195729537,0.9360453745354976,0.6410256410256411,0.6507936507936508,0.0,0.0,0.25,0.8138375842861331,0.0,0.0,0.0,0.0,100000
decision_tree,60/40,0.4,60053,40036,0.9957787990808272,0.8365332018072382,0.9958071910949754,0.8174261670234741,0.8654211614553107,3.8,0.03,1153365,0.9979330797112302,0.6129032258064516,0.9994972347913524,0.96875,0.996276991809382,0.9629629629629628,0.9166666666666666,0.9891304347826086,1.0,0.9285714285714286,0.9773210489014884,0.94,0.391304347826087,0.75,0.55,0.9980825693570616,0.6129032258064516,0.9992460417190248,0.9627329192546584,0.9953505672307978,0.9176470588235294,0.927710843373494,0.9891304347826086,0.7272727272727273,0.8387096774193549,0.980447920369712,0.9690721649484536,0.4,0.7058823529411765,0.5238095238095238,100000
lightgbm,60/40,0.4,60053,40036,0.8327005694874613,0.0842529107674828,0.7734340470100399,0.1170227559139352,0.0804687932061313,8.32,0.83,48360,0.989455710990624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2175761871013465,0.0,0.0,0.0,0.0,0.9127359142280804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3510577472841624,0.0,0.0,0.0,0.0,100000
xgboost,60/40,0.4,60053,40036,0.9972524727745028,0.8964711936402595,0.9972114759063876,0.9056398130717134,0.8901500171960826,17.67,0.4,101098,0.9989815175388672,0.6129032258064516,0.9994972347913524,0.9625,0.9970215934475056,0.9876543209876544,0.9166666666666666,1.0,1.0,1.0,0.9872430900070872,0.98,0.4347826086956521,0.875,0.6,0.998861832449756,0.7037037037037037,0.9994972347913524,0.9655172413793104,0.996279761904762,0.963855421686747,0.9506172839506172,0.989247311827957,1.0,1.0,0.9879432624113476,0.98,0.4651162790697674,0.875,0.5714285714285714,100000
random_forest,60/40,0.4,60053,40036,0.9962034169247675,0.8440740449899103,0.9960586897995648,0.8912955510989117,0.8187516708239818,9.05,0.44,90696,0.9989815175388672,0.2580645161290322,0.9994972347913524,0.9625,0.992553983618764,0.9753086419753086,0.9523809523809524,1.0,1.0,0.9285714285714286,0.9801559177888024,0.88,0.4782608695652174,0.375,0.5,0.9980995136550692,0.3137254901960784,0.9994972347913524,0.9808917197452228,0.994961746594514,0.9753086419753086,0.9696969696969696,1.0,1.0,0.9629629629629628,0.984341637010676,0.9361702127659576,0.5,0.5454545454545454,0.5,100000
hist_gb,60/40,0.4,60053,40036,0.9746727944849636,0.5045386465299727,0.9804985383128768,0.4677769140820832,0.6321008258659986,5.35,0.43,92220,0.9801395920079082,0.2903225806451613,0.9572649572649572,0.8125,0.9769173492181684,0.1111111111111111,0.8214285714285714,0.9891304347826086,0.0,0.0714285714285714,0.988660524450744,0.9,0.782608695652174,0.75,0.05,0.988086789774872,0.2465753424657534,0.9776636713735558,0.7926829268292683,0.9872084273890144,0.1111111111111111,0.4615384615384615,0.801762114537445,0.0,0.0163934426229508,0.9707724425887264,0.8035714285714286,0.2686567164179104,0.1224489795918367,0.0196078431372549,100000
catboost,60/40,0.4,60053,40036,0.9972274952542712,0.8758491586120839,0.9971630015862866,0.8868837873317658,0.8731206102614834,191.36,0.28,145525,0.9988616960728516,0.4838709677419355,0.9994972347913524,0.95625,0.996276991809382,0.9876543209876544,0.9642857142857144,1.0,1.0,0.8571428571428571,0.9936215450035436,0.98,0.3043478260869565,0.875,0.7,0.9987569826127328,0.5263157894736842,0.9992460417190248,0.9714285714285714,0.9973909802459932,0.975609756097561,0.9759036144578314,0.9945945945945946,1.0,0.9230769230769232,0.9897635015884222,0.98989898989899,0.3888888888888889,0.8235294117647058,0.5833333333333334,100000
adaboost,60/40,0.4,60053,40036,0.8895244280147867,0.1156541174838946,0.8486303010222572,0.1273289915968113,0.126876258492667,26.22,1.21,33005,0.9942785249977534,0.0,0.0095525389643036,0.0,0.8886820551005212,0.0,0.0,0.0,0.0,0.0,0.0106307583274273,0.0,0.0,0.0,0.0,0.9562248822436368,0.0,0.0184287099903006,0.0,0.7410742005588327,0.0,0.0,0.0,0.0,0.0,0.0190839694656488,0.0,0.0,0.0,0.0,100000
mlp,60/40,0.4,60053,40036,0.9802677590168848,0.6910989509143677,0.9796691695380666,0.7455107681336303,0.6736523150177209,21.43,0.07,542275,0.9877482550999012,0.1290322580645161,0.9824032176973352,0.925,0.9467609828741624,0.9629629629629628,0.8928571428571429,0.9782608695652174,1.0,0.5,0.9397590361445785,0.86,0.0,0.0,0.0,0.9883848148314676,0.2162162162162162,0.9888663967611336,0.9426751592356688,0.9579958560934264,0.9230769230769232,0.9036144578313252,0.9836065573770492,1.0,0.6666666666666666,0.8706500328299409,0.9247311827956988,0.0,0.0,0.0,100000
linear_svm,60/40,0.4,60053,40036,0.9656059546408232,0.523869320767744,0.9647550330448234,0.5639214204604203,0.5209723476790584,358.83,0.08,471716,0.981188029835545,0.0,0.8944193061840121,0.8,0.9013402829486225,0.8518518518518519,0.7738095238095238,0.6739130434782609,0.75,0.2142857142857142,0.973777462792346,0.0,0.0,0.0,0.0,0.979779246806856,0.0,0.9400264200792602,0.8677966101694915,0.945518453427065,0.8313253012048193,0.8552631578947368,0.7898089171974523,0.5,0.3333333333333333,0.8151883714031445,0.0,0.0,0.0,0.0,100000
logistic,60/40,0.4,60053,40036,0.9701268858027776,0.583487851072885,0.9695880436725336,0.6090285091004906,0.5707580604912502,7.08,0.07,606266,0.9799299044423808,0.0,0.963298139768728,0.8625,0.9184661206254654,0.8888888888888888,0.7857142857142857,0.6739130434782609,1.0,0.5,0.988660524450744,0.0,0.0,0.0,0.0,0.9823871229297736,0.0,0.9770525242223356,0.913907284768212,0.9521420301042068,0.8571428571428571,0.8461538461538461,0.8,1.0,0.6086956521739131,0.8148364485981309,0.0,0.0,0.0,0.0,100000
knn,60/40,0.4,60053,40036,0.983589769207713,0.7091944095472347,0.9830422651613068,0.7663168402868548,0.680339539523382,0.29,9.94,4028,0.9929904442380852,0.2580645161290322,0.9844142785319256,0.90625,0.9821295606850337,0.9506172839506172,0.8452380952380952,0.9782608695652174,1.0,0.0714285714285714,0.8398299078667611,0.86,0.2608695652173913,0.125,0.15,0.991105197853288,0.3265306122448979,0.9898887765419616,0.9177215189873418,0.9821295606850337,0.9390243902439024,0.8987341772151899,0.9836065573770492,1.0,0.1176470588235294,0.8503767491926802,0.9247311827956988,0.3428571428571428,0.1666666666666666,0.2068965517241379,100000
svm,60/40,0.4,60053,40036,0.9634079328604256,0.4722944546431308,0.9614222040831764,0.4967961963862477,0.4646157997808187,41.83,39.73,1007,0.980169547374412,0.0,0.9034690799396682,0.8,0.9002233804914371,0.9135802469135802,0.4880952380952381,0.0,1.0,0.0,0.9836995038979448,0.0,0.0,0.0,0.0,0.9788207843489186,0.0,0.9425649095200628,0.8707482993197279,0.9421390999415546,0.8862275449101796,0.656,0.0,1.0,0.0,0.8079161816065192,0.0,0.0,0.0,0.0,100000
naive_bayes,80/20,0.2,2059247,514812,0.7138625362268168,0.4401727415522696,0.8140951412970951,0.425738572917922,0.7879918245060065,11.09,4.15,124171,0.6693037643230713,1.0,0.94828731008085,0.9416342412451362,0.9326005206826729,0.6347992351816444,0.6074418604651163,0.9924178601516428,0.5,0.7142857142857143,0.9835388680907288,0.922360248447205,0.0578231292517006,1.0,0.9153846153846154,0.8017548555464477,0.0073865568443722,0.918337241848854,0.2892358258011503,0.8984505629249805,0.2492024770125727,0.1035685963521015,0.8217649110568539,0.6666666666666666,0.0039077764751856,0.976763258611263,0.5245033112582781,0.0067945643485211,0.0186046511627906,0.3156498673740053,full
lda,80/20,0.2,2059247,514812,0.9069427286077248,0.3904541480401935,0.9164952796410092,0.3591638539985923,0.5780613464725206,29.12,1.02,504398,0.9369773228221832,0.0127877237851662,0.569308284185447,0.7689688715953308,0.7971073184842349,0.731357552581262,0.3283720930232558,0.6276326874473462,1.0,0.1428571428571428,0.9866218894516626,0.908385093167702,0.8605442176870748,0.0,0.0,0.950822305099638,0.0121212121212121,0.660638611281075,0.667652027027027,0.8624186279419128,0.5086436170212766,0.371383482377696,0.3144123232749525,0.2352941176470588,0.0952380952380952,0.7517670994399815,0.3450309643173105,0.0813897378156667,0.0,0.0,full
qda,80/20,0.2,2059247,514812,0.5487576047178387,0.2996335138733464,0.6613119622037128,0.2994622910697782,0.6087392187009736,11.42,8.22,62625,0.5011928619143048,0.2071611253196931,0.6241065500136703,0.2295719844357976,0.8723170378941278,0.7887189292543021,0.5479069767441861,0.3277169334456613,1.0,0.2857142857142857,0.9855208103941864,0.9891304347826086,0.0374149659863945,0.75,0.9846153846153848,0.6674643224678561,0.004452139500371,0.6786002463158789,0.273306311522872,0.8123922413793103,0.3589297367848597,0.1804257926175524,0.0378976082614837,1.0,0.0025078369905956,0.3847856927905077,0.0812914752424706,0.0046908315565031,0.0001396518015082,0.0076188208684265,full
sgd,80/20,0.2,2059247,514812,0.9601349618890004,0.3958743212206621,0.9590199198854498,0.4670463082374071,0.3739753234331593,53.51,0.47,1098880,0.978393488486846,0.0,0.8804436980041401,0.6133268482490273,0.8938964420017356,0.6902485659655831,0.3488372093023256,0.2207245155855096,0.0,0.0,0.9837590839022242,0.0,0.0,0.0,0.0,0.9766249939012632,0.0,0.9312567132116004,0.7112239142695995,0.9393704497438936,0.7173373075012419,0.5057316250842886,0.3512064343163539,0.0,0.0,0.8053633802816902,0.0,0.0,0.0,0.0,full
decision_tree,80/20,0.2,2059247,514812,0.998189630389346,0.8647930150731603,0.9981891269414752,0.8920127956503311,0.8523977149141936,195.33,0.41,1243773,0.9992644988001554,0.8184143222506394,0.999648478693903,0.9961089494163424,0.9978594156783338,0.98565965583174,0.9888372093023255,0.9974726200505476,0.5,0.5714285714285714,0.9849702708654482,0.998447204968944,0.7517006802721088,0.75,0.4461538461538462,0.9991342696563842,0.8322496749024707,0.999648478693903,0.9951409135082604,0.9980326351116768,0.98565965583174,0.9888372093023255,0.998734711092366,0.6666666666666666,0.6666666666666666,0.987443772939261,0.9992229992229992,0.7517006802721088,0.6666666666666666,0.4360902255639097,full
lightgbm,80/20,0.2,2059247,514812,0.9052644460502086,0.2370316722938454,0.9125144833112768,0.2866693615705104,0.2396474646731506,221.89,18.45,27900,0.9470578788238498,0.0,0.99195406788267,0.2918287937743191,0.5106450679780156,0.0,0.0,0.0,0.0,0.0,0.8532261616384056,0.0,0.0,0.0,0.0,0.9653222936585134,0.0,0.5577835368532021,0.4477611940298507,0.6734701663360293,0.0,0.0,0.0,0.0,0.0,0.911137893530086,0.0,0.0,0.0,0.0,full
xgboost,80/20,0.2,2059247,514812,0.9968940117945968,0.7336412278249774,0.996897487815436,0.7255377075572056,0.7730285682789977,505.74,6.58,78195,0.9980076296611806,0.6956521739130435,0.998398625161114,0.9907587548638132,0.9942724905987852,0.9703632887189292,0.9051162790697674,0.991575400168492,1.0,0.0,0.997302356309183,0.9829192546583853,0.8095238095238095,0.0,0.2615384615384615,0.9983875680917772,0.7401360544217687,0.9971328821361004,0.9842957236047356,0.9952081071299312,0.9625414888572784,0.8976014760147601,0.9812421842434348,0.4444444444444444,0.0,0.9912177505403408,0.9760986892829608,0.7093889716840537,0.0,0.3269230769230769,full
random_forest,80/20,0.2,2059247,514812,0.9983314297258028,0.8929225356792667,0.9983069884645122,0.9187429455871146,0.873898078747897,451.19,4.92,104681,0.9993622552887425,0.7442455242966752,0.999648478693903,0.9946498054474708,0.9966444894417124,0.991395793499044,0.9916279069767442,0.9983150800336984,1.0,0.7142857142857143,0.9897049108125964,0.9953416149068324,0.8163265306122449,0.5,0.3769230769230769,0.999190157151401,0.8174157303370787,0.9997265731807352,0.9953760038938916,0.9973080151677424,0.991395793499044,0.993013507219376,0.9987357774968394,1.0,0.8333333333333334,0.9899501638260966,0.9976653696498056,0.7868852459016393,0.5714285714285714,0.4224137931034483,full
hist_gb,80/20,0.2,2059247,514812,0.9883530298439042,0.6816564119604756,0.992670227879584,0.6810936690141101,0.691210813593644,68.08,4.0,128698,0.9880923286759348,0.6342710997442456,0.9981252197008164,0.9815175097276264,0.9949667341625688,0.9397705544933078,0.8716279069767442,0.995787700084246,0.0,0.0,0.997302356309183,0.9968944099378882,0.5544217687074829,0.0,0.4153846153846154,0.9933511089479824,0.7359050445103857,0.9989445704010632,0.980801944106926,0.9967832613672588,0.944738106679481,0.8704133766836971,0.9858215179316095,0.0,0.0,0.9935554641436994,0.894773519163763,0.5611015490533563,0.0,0.2686567164179104,full
mlp,80/20,0.2,2059247,514812,0.996975594974476,0.7193595570661184,0.9965280432114464,0.905260008507915,0.6981668507966745,534.52,1.05,490976,0.9989246786255438,0.3785166240409207,0.999296957387806,0.9810311284046692,0.9922765403529072,0.9751434034416826,0.987906976744186,0.983150800336984,1.0,0.1428571428571428,0.998788813036776,0.9409937888198758,0.0782312925170068,0.0,0.0153846153846153,0.998253195883962,0.5431192660550459,0.9989653085527984,0.9810311284046692,0.99535733975568,0.927694406548431,0.9774505292222734,0.9894022891055532,1.0,0.25,0.9940549573984274,0.961904761904762,0.1428571428571428,0.0,0.0303030303030303,full
logistic,80/20,0.2,2059247,514812,0.9785688756283848,0.6414507473814849,0.9786694817928744,0.7335910055035705,0.6238239252541077,534.81,0.64,801204,0.9837119069730634,0.0153452685421994,0.979767995937976,0.8672178988326849,0.9435059299971074,0.8565965583173997,0.8995348837209303,0.97893850042123,0.5,0.4285714285714285,0.9926778242677824,0.9114906832298136,0.0,0.0,0.0,0.9872978904570072,0.0301507537688442,0.9879484856839036,0.9185986604842864,0.9696041855556712,0.8472813238770686,0.9062792877225868,0.9707602339181286,0.6666666666666666,0.5454545454545454,0.8426488456865128,0.9490703314470492,0.0,0.0,0.0,full
decision_tree,60/40,0.4,1544435,1029624,0.998199342672665,0.8637678367230407,0.9981994273673931,0.9045953660407512,0.841289153644315,140.93,0.78,1318848,0.9992295866650994,0.8258642765685019,0.9997851814240518,0.9936785801118405,0.9979461961238068,0.9832615973218556,0.9911627906976744,0.999157184997893,0.5,0.5,0.9855483373706232,1.0,0.7551020408163265,0.625,0.46360153256704983,0.9991330777949223,0.8221797323135756,0.9997754191362425,0.994403892944039,0.9982493959692704,0.9844385922911181,0.989322191272052,0.9987363100252739,0.6666666666666666,0.6363636363636364,0.9872876682108979,0.9992242048099301,0.7583262169086251,0.6666666666666666,0.455743879472693,full
