test_size,kernel,gamma_label,gamma,classifier,components,sample_seed,n_train,n_test,accuracy,macro_f1,clf_seconds,kpca_seconds
0.2,rbf,default,0.014492753623188406,KNN,10,2,8268,2068,0.9531,0.6997,0.0,2.3
0.2,rbf,default,0.014492753623188406,SVM,10,2,8268,2068,0.9125,0.2399,0.8,2.3
0.2,sigmoid,default,0.014492753623188406,LR,10,2,8268,2068,0.8985,0.2127,0.2,1.5
0.2,sigmoid,default,0.014492753623188406,SGD,10,2,8268,2068,0.8815,0.1567,0.1,1.5
0.2,sigmoid,default,0.014492753623188406,DT,10,2,8268,2068,0.9589,0.7167,0.3,1.5
0.2,sigmoid,default,0.014492753623188406,RF,10,2,8268,2068,0.971,0.7753,1.9,1.5
0.2,sigmoid,default,0.014492753623188406,NB,10,2,8268,2068,0.837,0.4555,0.0,1.5
0.2,sigmoid,default,0.014492753623188406,KNN,10,2,8268,2068,0.9613,0.7587,0.0,1.5
0.2,sigmoid,default,0.014492753623188406,SVM,10,2,8268,2068,0.9299,0.4832,0.7,1.5
0.2,cosine,-,,LR,10,2,8268,2068,0.8989,0.2084,0.2,1.2
0.2,cosine,-,,SGD,10,2,8268,2068,0.8917,0.1926,0.1,1.2
0.2,cosine,-,,DT,10,2,8268,2068,0.9589,0.7352,0.2,1.2
0.2,cosine,-,,RF,10,2,8268,2068,0.9637,0.7766,2.0,1.2
0.2,cosine,-,,NB,10,2,8268,2068,0.8496,0.4834,0.0,1.2
0.2,cosine,-,,KNN,10,2,8268,2068,0.955,0.757,0.0,1.2
0.2,cosine,-,,SVM,10,2,8268,2068,0.9212,0.4181,0.7,1.2
0.2,linear,-,,LR,15,2,8268,2068,0.9188,0.4153,0.6,1.4
0.2,linear,-,,SGD,15,2,8268,2068,0.9047,0.351,0.5,1.4
0.2,linear,-,,DT,15,2,8268,2068,0.9662,0.6921,0.3,1.4
0.2,linear,-,,RF,15,2,8268,2068,0.9792,0.7917,1.8,1.4
0.2,linear,-,,NB,15,2,8268,2068,0.5193,0.3995,0.0,1.4
0.2,linear,-,,KNN,15,2,8268,2068,0.9647,0.7453,0.1,1.4
0.2,linear,-,,SVM,15,2,8268,2068,0.927,0.41,0.9,1.4
0.2,poly,default,0.014492753623188406,LR,15,2,8268,2068,0.8864,0.2224,1.7,1.5
0.2,poly,default,0.014492753623188406,SGD,15,2,8268,2068,0.8477,0.1566,3.4,1.5
0.2,poly,default,0.014492753623188406,DT,15,2,8268,2068,0.9434,0.6667,0.2,1.5
0.2,poly,default,0.014492753623188406,RF,15,2,8268,2068,0.9628,0.7353,1.6,1.5
0.2,poly,default,0.014492753623188406,NB,15,2,8268,2068,0.1064,0.2296,0.0,1.5
0.2,poly,default,0.014492753623188406,KNN,15,2,8268,2068,0.9454,0.5966,0.1,1.5
0.2,poly,default,0.014492753623188406,SVM,15,2,8268,2068,0.8075,0.0596,1.5,1.5
0.2,rbf,default,0.014492753623188406,LR,15,2,8268,2068,0.8926,0.2029,0.2,2.4
0.2,rbf,default,0.014492753623188406,SGD,15,2,8268,2068,0.897,0.21,0.1,2.4
0.2,rbf,default,0.014492753623188406,DT,15,2,8268,2068,0.9613,0.7326,0.3,2.4
0.2,rbf,default,0.014492753623188406,RF,15,2,8268,2068,0.9695,0.7755,2.1,2.4
0.2,rbf,default,0.014492753623188406,NB,15,2,8268,2068,0.7945,0.4365,0.0,2.4
0.2,rbf,default,0.014492753623188406,KNN,15,2,8268,2068,0.9545,0.738,0.0,2.4
0.2,rbf,default,0.014492753623188406,SVM,15,2,8268,2068,0.9139,0.2505,1.0,2.4
0.2,sigmoid,default,0.014492753623188406,LR,15,2,8268,2068,0.9023,0.2168,0.2,1.8
0.2,sigmoid,default,0.014492753623188406,SGD,15,2,8268,2068,0.8859,0.1638,0.1,1.8
0.2,sigmoid,default,0.014492753623188406,DT,15,2,8268,2068,0.9608,0.7255,0.4,1.8
0.2,sigmoid,default,0.014492753623188406,RF,15,2,8268,2068,0.9758,0.8039,1.9,1.8
0.2,sigmoid,default,0.014492753623188406,NB,15,2,8268,2068,0.7945,0.4847,0.0,1.8
0.2,sigmoid,default,0.014492753623188406,KNN,15,2,8268,2068,0.9647,0.7738,0.1,1.8
0.2,sigmoid,default,0.014492753623188406,SVM,15,2,8268,2068,0.9347,0.5359,0.6,1.8
0.2,cosine,-,,LR,15,2,8268,2068,0.9043,0.2161,0.2,1.3
0.2,cosine,-,,SGD,15,2,8268,2068,0.8931,0.2096,0.1,1.3
0.2,cosine,-,,DT,15,2,8268,2068,0.9628,0.7402,0.4,1.3
0.2,cosine,-,,RF,15,2,8268,2068,0.9695,0.777,2.0,1.3
0.2,cosine,-,,NB,15,2,8268,2068,0.8046,0.4713,0.0,1.3
0.2,cosine,-,,KNN,15,2,8268,2068,0.9632,0.7521,0.1,1.3
0.2,cosine,-,,SVM,15,2,8268,2068,0.9279,0.4806,0.7,1.3
0.4,none,-,,LR,0,2,6201,4135,0.9434,0.5662,0.4,0.0
0.4,none,-,,SGD,0,2,6201,4135,0.9349,0.5027,0.8,0.0
0.4,none,-,,DT,0,2,6201,4135,0.9787,0.8312,0.2,0.0
0.4,none,-,,RF,0,2,6201,4135,0.986,0.834,1.1,0.0
0.4,none,-,,NB,0,2,6201,4135,0.7342,0.6204,0.0,0.0
0.4,none,-,,KNN,0,2,6201,4135,0.9623,0.7475,0.1,0.0
0.4,none,-,,SVM,0,2,6201,4135,0.9325,0.464,1.7,0.0
0.4,linear,-,,LR,5,2,6201,4135,0.8987,0.2883,0.6,0.9
0.4,linear,-,,SGD,5,2,6201,4135,0.8716,0.1751,0.3,0.9
0.4,linear,-,,DT,5,2,6201,4135,0.9615,0.7102,0.1,0.9
0.4,linear,-,,RF,5,2,6201,4135,0.9705,0.7231,1.2,0.9
0.4,linear,-,,NB,5,2,6201,4135,0.5245,0.2945,0.0,0.9
0.4,linear,-,,KNN,5,2,6201,4135,0.9507,0.7002,0.0,0.9
0.4,linear,-,,SVM,5,2,6201,4135,0.8975,0.3035,0.8,0.9
0.4,poly,default,0.014492753623188406,LR,5,2,6201,4135,0.808,0.0818,0.7,1.1
0.4,poly,default,0.014492753623188406,SGD,5,2,6201,4135,0.8073,0.0736,1.7,1.1
0.4,poly,default,0.014492753623188406,DT,5,2,6201,4135,0.9325,0.6063,0.0,1.1
0.4,poly,default,0.014492753623188406,RF,5,2,6201,4135,0.9507,0.6258,1.0,1.1
0.4,poly,default,0.014492753623188406,NB,5,2,6201,4135,0.0747,0.1386,0.0,1.1
0.4,poly,default,0.014492753623188406,KNN,5,2,6201,4135,0.9524,0.6852,0.1,1.1
0.4,poly,default,0.014492753623188406,SVM,5,2,6201,4135,0.8077,0.0679,1.0,1.1
0.4,rbf,default,0.014492753623188406,LR,5,2,6201,4135,0.8675,0.1466,0.1,1.7
0.4,rbf,default,0.014492753623188406,SGD,5,2,6201,4135,0.8667,0.1463,0.1,1.7
0.4,rbf,default,0.014492753623188406,DT,5,2,6201,4135,0.9461,0.6327,0.1,1.7
0.4,rbf,default,0.014492753623188406,RF,5,2,6201,4135,0.9606,0.6906,1.2,1.7
0.4,rbf,default,0.014492753623188406,NB,5,2,6201,4135,0.8385,0.3481,0.0,1.7
0.4,rbf,default,0.014492753623188406,KNN,5,2,6201,4135,0.9502,0.6838,0.0,1.7
0.4,rbf,default,0.014492753623188406,SVM,5,2,6201,4135,0.9103,0.2307,0.7,1.7
0.4,sigmoid,default,0.014492753623188406,LR,5,2,6201,4135,0.8776,0.1557,0.1,1.1
0.4,sigmoid,default,0.014492753623188406,SGD,5,2,6201,4135,0.8752,0.1524,0.1,1.1
0.4,sigmoid,default,0.014492753623188406,DT,5,2,6201,4135,0.9449,0.6862,0.1,1.1
0.4,sigmoid,default,0.014492753623188406,RF,5,2,6201,4135,0.9601,0.7116,1.1,1.1
0.4,sigmoid,default,0.014492753623188406,NB,5,2,6201,4135,0.8692,0.3955,0.0,1.1
0.4,sigmoid,default,0.014492753623188406,KNN,5,2,6201,4135,0.9538,0.7362,0.0,1.1
0.4,sigmoid,default,0.014492753623188406,SVM,5,2,6201,4135,0.9195,0.4028,0.7,1.1
0.4,cosine,-,,LR,5,2,6201,4135,0.8917,0.1945,0.1,0.9
0.4,cosine,-,,SGD,5,2,6201,4135,0.8813,0.1581,0.1,0.9
0.4,cosine,-,,DT,5,2,6201,4135,0.9562,0.7338,0.1,0.9
0.4,cosine,-,,RF,5,2,6201,4135,0.9644,0.7688,1.2,0.9
0.4,cosine,-,,NB,5,2,6201,4135,0.8423,0.3955,0.0,0.9
0.4,cosine,-,,KNN,5,2,6201,4135,0.9536,0.739,0.0,0.9
0.4,cosine,-,,SVM,5,2,6201,4135,0.9175,0.2322,0.7,0.9
0.4,linear,-,,LR,10,2,6201,4135,0.9105,0.3802,0.6,1.1
0.4,linear,-,,SGD,10,2,6201,4135,0.9018,0.2796,0.3,1.1
0.4,linear,-,,DT,10,2,6201,4135,0.9722,0.7522,0.2,1.1
0.4,linear,-,,RF,10,2,6201,4135,0.9775,0.7818,1.4,1.1
0.4,linear,-,,NB,10,2,6201,4135,0.6544,0.3892,0.0,1.1
0.4,linear,-,,KNN,10,2,6201,4135,0.9603,0.7161,0.0,1.1
0.4,linear,-,,SVM,10,2,6201,4135,0.9192,0.3931,0.8,1.1
0.4,poly,default,0.014492753623188406,LR,10,2,6201,4135,0.8634,0.1576,1.4,1.1
0.4,poly,default,0.014492753623188406,SGD,10,2,6201,4135,0.8285,0.1174,1.6,1.1
0.4,poly,default,0.014492753623188406,DT,10,2,6201,4135,0.9497,0.6593,0.1,1.1
0.4,poly,default,0.014492753623188406,RF,10,2,6201,4135,0.9625,0.7215,1.3,1.1
0.4,poly,default,0.014492753623188406,NB,10,2,6201,4135,0.1037,0.2328,0.0,1.1
0.4,poly,default,0.014492753623188406,KNN,10,2,6201,4135,0.9417,0.6272,0.1,1.1
0.4,poly,default,0.014492753623188406,SVM,10,2,6201,4135,0.8077,0.0679,1.1,1.1
0.4,rbf,default,0.014492753623188406,LR,10,2,6201,4135,0.8926,0.1958,0.1,1.7
0.4,rbf,default,0.014492753623188406,SGD,10,2,6201,4135,0.8815,0.1582,0.1,1.7
0.4,rbf,default,0.014492753623188406,DT,10,2,6201,4135,0.9536,0.6665,0.2,1.7
0.4,rbf,default,0.014492753623188406,RF,10,2,6201,4135,0.9637,0.7384,1.5,1.7
0.4,rbf,default,0.014492753623188406,NB,10,2,6201,4135,0.7642,0.3988,0.0,1.7
0.4,rbf,default,0.014492753623188406,KNN,10,2,6201,4135,0.9526,0.6878,0.0,1.7
0.4,rbf,default,0.014492753623188406,SVM,10,2,6201,4135,0.9183,0.2667,0.7,1.7
0.4,sigmoid,default,0.014492753623188406,LR,10,2,6201,4135,0.9016,0.2094,0.1,1.1
0.4,sigmoid,default,0.014492753623188406,SGD,10,2,6201,4135,0.8839,0.1661,0.1,1.1
0.4,sigmoid,default,0.014492753623188406,DT,10,2,6201,4135,0.9615,0.7403,0.1,1.1
0.4,sigmoid,default,0.014492753623188406,RF,10,2,6201,4135,0.9703,0.7666,1.5,1.1
0.4,sigmoid,default,0.014492753623188406,NB,10,2,6201,4135,0.875,0.5176,0.0,1.1
0.4,sigmoid,default,0.014492753623188406,KNN,10,2,6201,4135,0.9589,0.743,0.1,1.1
0.4,sigmoid,default,0.014492753623188406,SVM,10,2,6201,4135,0.9291,0.4625,0.7,1.1
0.4,cosine,-,,LR,10,2,6201,4135,0.9016,0.2133,0.1,1.0
0.4,cosine,-,,SGD,10,2,6201,4135,0.8895,0.2065,0.1,1.0
0.4,cosine,-,,DT,10,2,6201,4135,0.957,0.727,0.2,1.0
0.4,cosine,-,,RF,10,2,6201,4135,0.9649,0.7464,1.5,1.0
0.4,cosine,-,,NB,10,2,6201,4135,0.8549,0.4872,0.0,1.0
0.4,cosine,-,,KNN,10,2,6201,4135,0.9589,0.7611,0.0,1.0
0.4,cosine,-,,SVM,10,2,6201,4135,0.9304,0.4902,0.7,1.0
0.4,linear,-,,LR,15,2,6201,4135,0.9197,0.4163,0.5,1.0
0.4,linear,-,,SGD,15,2,6201,4135,0.9011,0.3283,0.5,1.0
0.4,linear,-,,DT,15,2,6201,4135,0.9671,0.7093,0.3,1.0
0.4,linear,-,,RF,15,2,6201,4135,0.978,0.7667,1.5,1.0
0.4,linear,-,,NB,15,2,6201,4135,0.6399,0.427,0.0,1.0
0.4,linear,-,,KNN,15,2,6201,4135,0.9584,0.716,0.1,1.0
0.4,linear,-,,SVM,15,2,6201,4135,0.9284,0.4089,1.1,1.0
0.4,poly,default,0.014492753623188406,LR,15,2,6201,4135,0.8917,0.2389,2.2,1.3
0.4,poly,default,0.014492753623188406,SGD,15,2,6201,4135,0.8602,0.1394,2.0,1.3
0.4,poly,default,0.014492753623188406,DT,15,2,6201,4135,0.9492,0.6598,0.2,1.3
0.4,poly,default,0.014492753623188406,RF,15,2,6201,4135,0.9644,0.7222,1.6,1.3
0.4,poly,default,0.014492753623188406,NB,15,2,6201,4135,0.1057,0.2339,0.0,1.3
0.4,poly,default,0.014492753623188406,KNN,15,2,6201,4135,0.9531,0.6563,0.1,1.3
0.4,poly,default,0.014492753623188406,SVM,15,2,6201,4135,0.8075,0.0596,1.2,1.3
0.4,rbf,default,0.014492753623188406,LR,15,2,6201,4135,0.9006,0.2046,0.1,2.0
0.4,rbf,default,0.014492753623188406,SGD,15,2,6201,4135,0.8943,0.204,0.1,2.0
0.4,rbf,default,0.014492753623188406,DT,15,2,6201,4135,0.9516,0.6496,0.3,2.0
0.4,rbf,default,0.014492753623188406,RF,15,2,6201,4135,0.9661,0.7294,1.7,2.0
0.4,rbf,default,0.014492753623188406,NB,15,2,6201,4135,0.7797,0.4458,0.0,2.0
0.4,rbf,default,0.014492753623188406,KNN,15,2,6201,4135,0.9555,0.7136,0.0,2.0
0.4,rbf,default,0.014492753623188406,SVM,15,2,6201,4135,0.9195,0.3065,0.9,2.0
0.4,sigmoid,default,0.014492753623188406,LR,15,2,6201,4135,0.9096,0.2555,0.1,1.3
0.4,sigmoid,default,0.014492753623188406,SGD,15,2,6201,4135,0.9071,0.2472,0.1,1.3
0.4,sigmoid,default,0.014492753623188406,DT,15,2,6201,4135,0.9628,0.7601,0.2,1.3
0.4,sigmoid,default,0.014492753623188406,RF,15,2,6201,4135,0.9722,0.7711,1.5,1.3
0.4,sigmoid,default,0.014492753623188406,NB,15,2,6201,4135,0.8401,0.5154,0.0,1.3
0.4,sigmoid,default,0.014492753623188406,KNN,15,2,6201,4135,0.9635,0.7601,0.1,1.3
0.4,sigmoid,default,0.014492753623188406,SVM,15,2,6201,4135,0.9364,0.5451,0.7,1.3
0.4,cosine,-,,LR,15,2,6201,4135,0.9081,0.2221,0.1,1.1
0.4,cosine,-,,SGD,15,2,6201,4135,0.8931,0.2037,0.1,1.1
0.4,cosine,-,,DT,15,2,6201,4135,0.9601,0.7332,0.3,1.1
0.4,cosine,-,,RF,15,2,6201,4135,0.9715,0.7563,1.5,1.1
0.4,cosine,-,,NB,15,2,6201,4135,0.8537,0.5317,0.0,1.1
0.4,cosine,-,,KNN,15,2,6201,4135,0.963,0.7698,0.1,1.1
0.4,cosine,-,,SVM,15,2,6201,4135,0.9316,0.5043,0.7,1.1
0.6,none,-,,LR,0,2,4134,6202,0.9418,0.5682,0.3,0.0
0.6,none,-,,SGD,0,2,4134,6202,0.9287,0.4432,0.6,0.0
0.6,none,-,,DT,0,2,4134,6202,0.9763,0.7976,0.1,0.0
0.6,none,-,,RF,0,2,4134,6202,0.9831,0.8046,0.9,0.0
0.6,none,-,,NB,0,2,4134,6202,0.7325,0.6393,0.0,0.0
0.6,none,-,,KNN,0,2,4134,6202,0.9563,0.7325,0.1,0.0
0.6,none,-,,SVM,0,2,4134,6202,0.9302,0.4626,1.1,0.0
0.6,linear,-,,LR,5,2,4134,6202,0.8852,0.261,0.5,0.6
0.6,linear,-,,SGD,5,2,4134,6202,0.8799,0.2065,0.2,0.6
0.6,linear,-,,DT,5,2,4134,6202,0.9574,0.6882,0.0,0.6
0.6,linear,-,,RF,5,2,4134,6202,0.9665,0.7129,1.0,0.6
0.6,linear,-,,NB,5,2,4134,6202,0.2968,0.3409,0.0,0.6
0.6,linear,-,,KNN,5,2,4134,6202,0.9471,0.7009,0.1,0.6
0.6,linear,-,,SVM,5,2,4134,6202,0.8966,0.2972,0.8,0.6
0.6,poly,default,0.014492753623188406,LR,5,2,4134,6202,0.8081,0.0843,0.5,0.8
0.6,poly,default,0.014492753623188406,SGD,5,2,4134,6202,0.8014,0.075,1.3,0.8
0.6,poly,default,0.014492753623188406,DT,5,2,4134,6202,0.9171,0.5675,0.0,0.8
0.6,poly,default,0.014492753623188406,RF,5,2,4134,6202,0.9449,0.5909,1.1,0.8
0.6,poly,default,0.014492753623188406,NB,5,2,4134,6202,0.0872,0.139,0.0,0.8
0.6,poly,default,0.014492753623188406,KNN,5,2,4134,6202,0.9386,0.6522,0.1,0.8
0.6,poly,default,0.014492753623188406,SVM,5,2,4134,6202,0.8078,0.0707,0.7,0.8
0.6,rbf,default,0.014492753623188406,LR,5,2,4134,6202,0.8773,0.1547,0.1,1.9
0.6,rbf,default,0.014492753623188406,SGD,5,2,4134,6202,0.8702,0.1497,0.1,1.9
0.6,rbf,default,0.014492753623188406,DT,5,2,4134,6202,0.9407,0.627,0.1,1.9
0.6,rbf,default,0.014492753623188406,RF,5,2,4134,6202,0.9566,0.6934,1.1,1.9
0.6,rbf,default,0.014492753623188406,NB,5,2,4134,6202,0.8076,0.3503,0.0,1.9
0.6,rbf,default,0.014492753623188406,KNN,5,2,4134,6202,0.9447,0.6585,0.0,1.9
0.6,rbf,default,0.014492753623188406,SVM,5,2,4134,6202,0.9116,0.2213,0.7,1.9
0.6,sigmoid,default,0.014492753623188406,LR,5,2,4134,6202,0.8783,0.1569,0.1,0.7
0.6,sigmoid,default,0.014492753623188406,SGD,5,2,4134,6202,0.8784,0.156,0.0,0.7
0.6,sigmoid,default,0.014492753623188406,DT,5,2,4134,6202,0.94,0.6537,0.0,0.7
0.6,sigmoid,default,0.014492753623188406,RF,5,2,4134,6202,0.9566,0.729,0.9,0.7
0.6,sigmoid,default,0.014492753623188406,NB,5,2,4134,6202,0.8762,0.4379,0.0,0.7
0.6,sigmoid,default,0.014492753623188406,KNN,5,2,4134,6202,0.9478,0.7124,0.0,0.7
0.6,sigmoid,default,0.014492753623188406,SVM,5,2,4134,6202,0.9197,0.3793,0.5,0.7
0.6,cosine,-,,LR,5,2,4134,6202,0.8946,0.1988,0.1,0.6
0.6,cosine,-,,SGD,5,2,4134,6202,0.8673,0.151,0.1,0.6
0.6,cosine,-,,DT,5,2,4134,6202,0.9494,0.683,0.0,0.6
0.6,cosine,-,,RF,5,2,4134,6202,0.9592,0.7192,0.9,0.6
0.6,cosine,-,,NB,5,2,4134,6202,0.8365,0.4155,0.0,0.6
0.6,cosine,-,,KNN,5,2,4134,6202,0.9495,0.6996,0.0,0.6
0.6,cosine,-,,SVM,5,2,4134,6202,0.9183,0.2264,0.5,0.6
0.6,linear,-,,LR,10,2,4134,6202,0.9128,0.3957,0.4,0.6
0.6,linear,-,,SGD,10,2,4134,6202,0.8818,0.2653,0.2,0.6
0.6,linear,-,,DT,10,2,4134,6202,0.9579,0.7078,0.1,0.6
0.6,linear,-,,RF,10,2,4134,6202,0.9723,0.7315,1.1,0.6
0.6,linear,-,,NB,10,2,4134,6202,0.6609,0.4786,0.0,0.6
0.6,linear,-,,KNN,10,2,4134,6202,0.9539,0.7086,0.1,0.6
0.6,linear,-,,SVM,10,2,4134,6202,0.9023,0.3339,0.7,0.6
0.6,poly,default,0.014492753623188406,LR,10,2,4134,6202,0.8783,0.2111,0.9,0.8
0.6,poly,default,0.014492753623188406,SGD,10,2,4134,6202,0.8468,0.1468,1.4,0.8
0.6,poly,default,0.014492753623188406,DT,10,2,4134,6202,0.9461,0.6671,0.1,0.8
0.6,poly,default,0.014492753623188406,RF,10,2,4134,6202,0.9613,0.7278,1.1,0.8
0.6,poly,default,0.014492753623188406,NB,10,2,4134,6202,0.1103,0.2169,0.0,0.8
0.6,poly,default,0.014492753623188406,KNN,10,2,4134,6202,0.9381,0.6121,0.1,0.8
0.6,poly,default,0.014492753623188406,SVM,10,2,4134,6202,0.8078,0.0707,0.8,0.8
0.6,rbf,default,0.014492753623188406,LR,10,2,4134,6202,0.8797,0.1578,0.1,1.2
0.6,rbf,default,0.014492753623188406,SGD,10,2,4134,6202,0.8799,0.1571,0.1,1.2
0.6,rbf,default,0.014492753623188406,DT,10,2,4134,6202,0.945,0.6427,0.1,1.2
0.6,rbf,default,0.014492753623188406,RF,10,2,4134,6202,0.9581,0.6984,1.2,1.2
0.6,rbf,default,0.014492753623188406,NB,10,2,4134,6202,0.7541,0.4053,0.0,1.2
0.6,rbf,default,0.014492753623188406,KNN,10,2,4134,6202,0.946,0.6676,0.0,1.2
0.6,rbf,default,0.014492753623188406,SVM,10,2,4134,6202,0.9186,0.257,0.6,1.2
0.6,sigmoid,default,0.014492753623188406,LR,10,2,4134,6202,0.9021,0.2085,0.1,0.8
0.6,sigmoid,default,0.014492753623188406,SGD,10,2,4134,6202,0.8883,0.1722,0.1,0.8
0.6,sigmoid,default,0.014492753623188406,DT,10,2,4134,6202,0.9502,0.6855,0.1,0.8
0.6,sigmoid,default,0.014492753623188406,RF,10,2,4134,6202,0.9665,0.7358,1.1,0.8
0.6,sigmoid,default,0.014492753623188406,NB,10,2,4134,6202,0.8891,0.5637,0.0,0.8
0.6,sigmoid,default,0.014492753623188406,KNN,10,2,4134,6202,0.9568,0.7417,0.0,0.8
0.6,sigmoid,default,0.014492753623188406,SVM,10,2,4134,6202,0.932,0.4665,0.6,0.8
0.6,cosine,-,,LR,10,2,4134,6202,0.9045,0.2139,0.1,0.6
0.6,cosine,-,,SGD,10,2,4134,6202,0.9055,0.2139,0.1,0.6
0.6,cosine,-,,DT,10,2,4134,6202,0.9482,0.6825,0.1,0.6
