test_size,kernel,gamma_label,gamma,classifier,components,sample_seed,n_train,n_test,accuracy,macro_f1,clf_seconds,kpca_seconds
0.6,sigmoid,default,0.014492753623188406,NB,10,1,4134,6202,0.8675,0.5554,0.0,0.6
0.6,sigmoid,default,0.014492753623188406,KNN,10,1,4134,6202,0.9599,0.726,0.0,0.6
0.6,sigmoid,default,0.014492753623188406,SVM,10,1,4134,6202,0.9326,0.5023,0.5,0.6
0.6,cosine,-,,LR,10,1,4134,6202,0.9031,0.2171,0.1,0.6
0.6,cosine,-,,SGD,10,1,4134,6202,0.8965,0.2116,0.1,0.6
0.6,cosine,-,,DT,10,1,4134,6202,0.9478,0.7281,0.1,0.6
0.6,cosine,-,,RF,10,1,4134,6202,0.9616,0.771,0.8,0.6
0.6,cosine,-,,NB,10,1,4134,6202,0.842,0.5208,0.0,0.6
0.6,cosine,-,,KNN,10,1,4134,6202,0.9518,0.7052,0.0,0.6
0.6,cosine,-,,SVM,10,1,4134,6202,0.9273,0.3763,0.5,0.6
0.6,linear,-,,LR,15,1,4134,6202,0.9205,0.4338,0.3,0.5
0.6,linear,-,,SGD,15,1,4134,6202,0.867,0.3664,0.2,0.5
0.6,linear,-,,DT,15,1,4134,6202,0.9665,0.7567,0.1,0.5
0.6,linear,-,,RF,15,1,4134,6202,0.9742,0.7996,0.7,0.5
0.6,linear,-,,NB,15,1,4134,6202,0.7133,0.4364,0.0,0.5
0.6,linear,-,,KNN,15,1,4134,6202,0.9584,0.722,0.1,0.5
0.6,linear,-,,SVM,15,1,4134,6202,0.9197,0.3982,0.6,0.5
0.6,poly,default,0.014492753623188406,LR,15,1,4134,6202,0.8747,0.2695,0.5,0.6
0.6,poly,default,0.014492753623188406,SGD,15,1,4134,6202,0.8638,0.2422,1.2,0.6
0.6,poly,default,0.014492753623188406,DT,15,1,4134,6202,0.9576,0.6962,0.1,0.6
0.6,poly,default,0.014492753623188406,RF,15,1,4134,6202,0.9744,0.7909,0.8,0.6
0.6,poly,default,0.014492753623188406,NB,15,1,4134,6202,0.1292,0.2772,0.0,0.6
0.6,poly,default,0.014492753623188406,KNN,15,1,4134,6202,0.9434,0.6685,0.1,0.6
0.6,poly,default,0.014492753623188406,SVM,15,1,4134,6202,0.8528,0.1726,0.7,0.6
0.6,rbf,default,0.014492753623188406,LR,15,1,4134,6202,0.8944,0.2041,0.1,1.1
0.6,rbf,default,0.014492753623188406,SGD,15,1,4134,6202,0.8994,0.2103,0.1,1.1
0.6,rbf,default,0.014492753623188406,DT,15,1,4134,6202,0.9424,0.6724,0.1,1.1
0.6,rbf,default,0.014492753623188406,RF,15,1,4134,6202,0.9597,0.7017,0.8,1.1
0.6,rbf,default,0.014492753623188406,NB,15,1,4134,6202,0.8025,0.3848,0.0,1.1
0.6,rbf,default,0.014492753623188406,KNN,15,1,4134,6202,0.9465,0.6247,0.0,1.1
0.6,rbf,default,0.014492753623188406,SVM,15,1,4134,6202,0.9195,0.2825,0.6,1.1
0.6,sigmoid,default,0.014492753623188406,LR,15,1,4134,6202,0.8963,0.2019,0.1,0.7
0.6,sigmoid,default,0.014492753623188406,SGD,15,1,4134,6202,0.9,0.246,0.1,0.7
0.6,sigmoid,default,0.014492753623188406,DT,15,1,4134,6202,0.9595,0.706,0.1,0.7
0.6,sigmoid,default,0.014492753623188406,RF,15,1,4134,6202,0.9729,0.769,0.7,0.7
0.6,sigmoid,default,0.014492753623188406,NB,15,1,4134,6202,0.8671,0.5672,0.0,0.7
0.6,sigmoid,default,0.014492753623188406,KNN,15,1,4134,6202,0.9613,0.715,0.1,0.7
0.6,sigmoid,default,0.014492753623188406,SVM,15,1,4134,6202,0.9378,0.5794,0.5,0.7
0.6,cosine,-,,LR,15,1,4134,6202,0.9083,0.2246,0.1,0.6
0.6,cosine,-,,SGD,15,1,4134,6202,0.9033,0.2438,0.1,0.6
0.6,cosine,-,,DT,15,1,4134,6202,0.9487,0.6861,0.2,0.6
0.6,cosine,-,,RF,15,1,4134,6202,0.9637,0.774,0.7,0.6
0.6,cosine,-,,NB,15,1,4134,6202,0.8397,0.5503,0.0,0.6
0.6,cosine,-,,KNN,15,1,4134,6202,0.9532,0.7047,0.0,0.6
0.6,cosine,-,,SVM,15,1,4134,6202,0.9321,0.4326,0.5,0.6
